Date,Clouds
2012-06-25,7.0
2012-06-26,17.0
2012-06-27,26.0
2012-06-28,5.0
2012-06-29,1.0
2012-06-30,8.0
2012-07-01,6.0
2012-07-02,10.0
2012-07-03,0.0
2012-07-04,1.0
2012-07-05,5.0
2012-07-06,14.0
2012-07-07,10.0
2012-07-08,5.0
2012-07-09,6.0
2012-07-10,10.0
2012-07-11,3.0
2012-07-12,3.0
2012-07-13,7.0
2012-07-14,0.0
2012-07-15,1.0
2012-07-16,2.0
2012-07-17,37.0
2012-07-18,6.0
2012-07-19,3.0
2012-07-20,0.0
2012-07-21,0.0
2012-07-22,9.0
2012-07-23,17.0
2012-07-24,14.0
2012-07-25,15.0
2012-07-26,16.0
2012-07-27,24.0
2012-07-28,17.0
2012-07-29,3.0
2012-07-30,13.0
2012-07-31,17.0
2012-08-01,57.0
2012-08-02,41.0
2012-08-03,9.0
2012-08-04,2.0
2012-08-05,2.0
2012-08-06,2.0
2012-08-07,4.0
2012-08-08,5.0
2012-08-09,28.0
2012-08-10,41.0
2012-08-11,56.0
2012-08-12,24.0
2012-08-13,12.0
2012-08-14,27.0
2012-08-15,13.0
2012-08-16,3.0
2012-08-17,16.0
2012-08-18,8.0
2012-08-19,22.0
2012-08-20,17.0
2012-08-21,0.0
2012-08-22,1.0
2012-08-23,2.0
2012-08-24,4.0
2012-08-25,2.0
2012-08-26,8.0
2012-08-27,4.0
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,1.0
2012-08-31,1.0
2012-09-01,0.0
2012-09-02,4.0
2012-09-03,4.0
2012-09-04,4.0
2012-09-05,3.0
2012-09-06,25.0
2012-09-07,22.0
2012-09-08,17.0
2012-09-09,2.0
2012-09-10,37.0
2012-09-11,18.0
2012-09-12,33.0
2012-09-13,38.0
2012-09-14,98.0
2012-09-15,99.0
2012-09-16,98.0
2012-09-17,62.0
2012-09-18,39.0
2012-09-19,42.0
2012-09-20,52.0
2012-09-21,3.0
2012-09-22,0.0
2012-09-23,5.0
2012-09-24,4.0
2012-09-25,20.0
2012-09-26,15.0
2012-09-27,26.0
2012-09-28,1.0
2012-09-29,2.0
2012-09-30,31.0
2012-10-01,38.0
2012-10-02,13.0
2012-10-03,40.0
2012-10-04,4.0
2012-10-05,10.0
2012-10-06,6.0
2012-10-07,24.0
2012-10-08,21.0
2012-10-09,69.0
2012-10-10,77.0
2012-10-11,12.0
2012-10-12,64.0
2012-10-13,83.0
2012-10-14,100.0
2012-10-15,53.0
2012-10-16,69.0
2012-10-17,34.0
2012-10-18,4.0
2012-10-19,2.0
2012-10-20,20.0
2012-10-21,31.0
2012-10-22,20.0
2012-10-23,18.0
2012-10-24,14.0
2012-10-25,10.0
2012-10-26,27.0
2012-10-27,94.0
2012-10-28,99.0
2012-10-29,56.0
2012-10-30,31.0
2012-10-31,83.0
2012-11-01,94.0
2012-11-02,34.0
2012-11-03,18.0
2012-11-04,65.0
2012-11-05,79.0
2012-11-06,63.0
2012-11-07,73.0
2012-11-08,15.0
2012-11-09,42.0
2012-11-10,1.0
2012-11-11,61.0
2012-11-12,81.0
2012-11-13,45.0
2012-11-14,62.0
2012-11-15,72.0
2012-11-16,91.0
2012-11-17,68.0
2012-11-18,62.0
2012-11-19,97.0
2012-11-20,100.0
2012-11-21,99.0
2012-11-22,74.0
2012-11-23,91.0
2012-11-24,76.0
2012-11-25,74.0
2012-11-26,80.0
2012-11-27,98.0
2012-11-28,83.0
2012-11-29,59.0
2012-11-30,27.0
2012-12-01,46.0
2012-12-02,76.0
2012-12-03,59.0
2012-12-04,24.0
2012-12-05,81.0
2012-12-06,48.0
2012-12-07,17.0
2012-12-08,80.0
2012-12-09,82.0
2012-12-10,12.0
2012-12-11,66.0
2012-12-12,3.0
2012-12-13,1.0
2012-12-14,44.0
2012-12-15,60.0
2012-12-16,95.0
2012-12-17,67.0
2012-12-18,99.0
2012-12-19,99.0
2012-12-20,50.0
2012-12-21,64.0
2012-12-22,88.0
2012-12-23,18.0
2012-12-24,10.0
2012-12-25,14.0
2012-12-26,77.0
2012-12-27,33.0
2012-12-28,63.0
2012-12-29,90.0
2012-12-30,35.0
2012-12-31,16.0
2013-01-01,12.0
2013-01-02,62.0
2013-01-03,14.0
2013-01-04,44.0
2013-01-05,54.0
2013-01-06,10.0
2013-01-07,25.0
2013-01-08,0.0
2013-01-09,29.0
2013-01-10,64.0
2013-01-11,65.0
2013-01-12,48.0
2013-01-13,24.0
2013-01-14,92.0
2013-01-15,77.0
2013-01-16,65.0
2013-01-17,65.0
2013-01-18,81.0
2013-01-19,50.0
2013-01-20,44.0
2013-01-21,78.0
2013-01-22,43.0
2013-01-23,11.0
2013-01-24,76.0
2013-01-25,97.0
2013-01-26,100.0
2013-01-27,81.0
2013-01-28,69.0
2013-01-29,35.0
2013-01-30,38.0
2013-01-31,36.0
2013-02-01,41.0
2013-02-02,72.0
2013-02-03,39.0
2013-02-04,70.0
2013-02-05,2.0
2013-02-06,86.0
2013-02-07,93.0
2013-02-08,91.0
2013-02-09,72.0
2013-02-10,35.0
2013-02-11,35.0
2013-02-12,89.0
2013-02-13,93.0
2013-02-14,98.0
2013-02-15,86.0
2013-02-16,93.0
2013-02-17,73.0
2013-02-18,79.0
2013-02-19,96.0
2013-02-20,62.0
2013-02-21,97.0
2013-02-22,92.0
2013-02-23,81.0
2013-02-24,93.0
2013-02-25,88.0
2013-02-26,93.0
2013-02-27,75.0
2013-02-28,67.0
2013-03-01,16.0
2013-03-02,96.0
2013-03-03,65.0
2013-03-04,0.0
2013-03-05,38.0
2013-03-06,98.0
2013-03-07,97.0
2013-03-08,75.0
2013-03-09,74.0
2013-03-10,40.0
2013-03-11,12.0
2013-03-12,36.0
2013-03-13,70.0
2013-03-14,90.0
2013-03-15,85.0
2013-03-16,23.0
2013-03-17,15.0
2013-03-18,86.0
2013-03-19,42.0
2013-03-20,20.0
2013-03-21,85.0
2013-03-22,9.0
2013-03-23,6.0
2013-03-24,69.0
2013-03-25,99.0
2013-03-26,68.0
2013-03-27,70.0
2013-03-28,81.0
2013-03-29,100.0
2013-03-30,99.0
2013-03-31,87.0
2013-04-01,24.0
2013-04-02,71.0
2013-04-03,77.0
2013-04-04,11.0
2013-04-05,47.0
2013-04-06,32.0
2013-04-07,98.0
2013-04-08,99.0
2013-04-09,80.0
2013-04-10,54.0
2013-04-11,29.0
2013-04-12,47.0
2013-04-13,41.0
2013-04-14,30.0
2013-04-15,23.0
2013-04-16,32.0
2013-04-17,4.0
2013-04-18,34.0
2013-04-19,26.0
2013-04-20,15.0
2013-04-21,9.0
2013-04-22,49.0
2013-04-23,72.0
2013-04-24,33.0
2013-04-25,6.0
2013-04-26,4.0
2013-04-27,33.0
2013-04-28,53.0
2013-04-29,6.0
2013-04-30,6.0
2013-05-01,10.0
2013-05-02,19.0
2013-05-03,42.0
2013-05-04,30.0
2013-05-05,44.0
2013-05-06,72.0
2013-05-07,78.0
2013-05-08,84.0
2013-05-09,94.0
2013-05-10,8.0
2013-05-11,27.0
2013-05-12,79.0
2013-05-13,87.0
2013-05-14,55.0
2013-05-15,11.0
2013-05-16,73.0
2013-05-17,15.0
2013-05-18,7.0
2013-05-19,20.0
2013-05-20,13.0
2013-05-21,27.0
2013-05-22,44.0
2013-05-23,40.0
2013-05-24,31.0
2013-05-25,8.0
2013-05-26,12.0
2013-05-27,10.0
2013-05-28,72.0
2013-05-29,25.0
2013-05-30,14.0
2013-05-31,19.0
2013-06-01,10.0
2013-06-02,65.0
2013-06-03,16.0
2013-06-04,39.0
2013-06-05,59.0
2013-06-06,22.0
2013-06-07,34.0
2013-06-08,21.0
2013-06-09,12.0
2013-06-10,31.0
2013-06-11,80.0
2013-06-12,80.0
2013-06-13,80.0
2013-06-14,29.0
2013-06-15,14.0
2013-06-16,1.0
2013-06-17,5.0
2013-06-18,9.0
2013-06-19,13.0
2013-06-20,26.0
2013-06-21,13.0
2013-06-22,9.0
2013-06-23,32.0
2013-06-24,21.0
2013-06-25,5.0
2013-06-26,23.0
2013-06-27,43.0
2013-06-28,17.0
2013-06-29,33.0
2013-06-30,6.0
2013-07-01,2.0
2013-07-02,7.0
2013-07-03,3.0
2013-07-04,22.0
2013-07-05,38.0
2013-07-06,46.0
2013-07-07,36.0
2013-07-08,24.0
2013-07-09,33.0
2013-07-10,30.0
2013-07-11,28.0
2013-07-12,35.0
2013-07-13,1.0
2013-07-14,6.0
2013-07-15,18.0
2013-07-16,25.0
2013-07-17,39.0
2013-07-18,35.0
2013-07-19,25.0
2013-07-20,21.0
2013-07-21,23.0
2013-07-22,66.0
2013-07-23,11.0
2013-07-24,0.0
2013-07-25,1.0
2013-07-26,12.0
2013-07-27,4.0
2013-07-28,4.0
2013-07-29,3.0
2013-07-30,13.0
2013-07-31,14.0
2013-08-01,18.0
2013-08-02,20.0
2013-08-03,8.0
2013-08-04,5.0
2013-08-05,9.0
2013-08-06,6.0
2013-08-07,1.0
2013-08-08,1.0
2013-08-09,0.0
2013-08-10,30.0
2013-08-11,28.0
2013-08-12,11.0
2013-08-13,7.0
2013-08-14,6.0
2013-08-15,10.0
2013-08-16,38.0
2013-08-17,22.0
2013-08-18,9.0
2013-08-19,9.0
2013-08-20,17.0
2013-08-21,42.0
2013-08-22,85.0
2013-08-23,18.0
2013-08-24,30.0
2013-08-25,5.0
2013-08-26,7.0
2013-08-27,22.0
2013-08-28,20.0
2013-08-29,22.0
2013-08-30,22.0
2013-08-31,25.0
2013-09-01,20.0
2013-09-02,57.0
2013-09-03,1.0
2013-09-04,0.0
2013-09-05,3.0
2013-09-06,6.0
2013-09-07,0.0
2013-09-08,1.0
2013-09-09,36.0
2013-09-10,66.0
2013-09-11,31.0
2013-09-12,50.0
2013-09-13,25.0
2013-09-14,3.0
2013-09-15,19.0
2013-09-16,69.0
2013-09-17,36.0
2013-09-18,27.0
2013-09-19,4.0
2013-09-20,11.0
2013-09-21,8.0
2013-09-22,25.0
2013-09-23,6.0
2013-09-24,1.0
2013-09-25,0.0
2013-09-26,30.0
2013-09-27,12.0
2013-09-28,27.0
2013-09-29,52.0
2013-09-30,91.0
2013-10-01,57.0
2013-10-02,56.0
2013-10-03,17.0
2013-10-04,3.0
2013-10-05,23.0
2013-10-06,85.0
2013-10-07,99.0
2013-10-08,65.0
2013-10-09,91.0
2013-10-10,70.0
2013-10-11,85.0
2013-10-12,38.0
2013-10-13,23.0
2013-10-14,60.0
2013-10-15,68.0
2013-10-16,85.0
2013-10-17,31.0
2013-10-18,2.0
2013-10-19,6.0
2013-10-20,2.0
2013-10-21,8.0
2013-10-22,7.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,21.0
2013-10-26,31.0
2013-10-27,34.0
2013-10-28,17.0
2013-10-29,24.0
2013-10-30,80.0
2013-10-31,65.0
2013-11-01,53.0
2013-11-02,52.0
2013-11-03,38.0
2013-11-04,93.0
2013-11-05,73.0
2013-11-06,83.0
2013-11-07,6.0
2013-11-08,9.0
2013-11-09,73.0
2013-11-10,96.0
2013-11-11,99.0
2013-11-12,95.0
2013-11-13,91.0
2013-11-14,100.0
2013-11-15,96.0
2013-11-16,82.0
2013-11-17,55.0
2013-11-18,40.0
2013-11-19,98.0
2013-11-20,84.0
2013-11-21,88.0
2013-11-22,32.0
2013-11-23,44.0
2013-11-24,75.0
2013-11-25,70.0
2013-11-26,74.0
2013-11-27,36.0
2013-11-28,0.0
2013-11-29,2.0
2013-11-30,70.0
2013-12-01,99.0
2013-12-02,98.0
2013-12-03,81.0
2013-12-04,6.0
2013-12-05,0.0
2013-12-06,6.0
2013-12-07,31.0
2013-12-08,0.0
2013-12-09,29.0
2013-12-10,9.0
2013-12-11,8.0
2013-12-12,6.0
2013-12-13,4.0
2013-12-14,1.0
2013-12-15,28.0
2013-12-16,26.0
2013-12-17,9.0
2013-12-18,9.0
2013-12-19,2.0
2013-12-20,44.0
2013-12-21,8.0
2013-12-22,10.0
2013-12-23,69.0
2013-12-24,84.0
2013-12-25,92.0
2013-12-26,97.0
2013-12-27,100.0
2013-12-28,74.0
2013-12-29,38.0
2013-12-30,60.0
2013-12-31,99.0
2014-01-01,100.0
2014-01-02,84.0
2014-01-03,50.0
2014-01-04,33.0
2014-01-05,99.0
2014-01-06,100.0
2014-01-07,48.0
2014-01-08,19.0
2014-01-09,12.0
2014-01-10,62.0
2014-01-11,64.0
2014-01-12,80.0
2014-01-13,60.0
2014-01-14,78.0
2014-01-15,98.0
2014-01-16,48.0
2014-01-17,42.0
2014-01-18,93.0
2014-01-19,74.0
2014-01-20,53.0
2014-01-21,44.0
2014-01-22,55.0
2014-01-23,40.0
2014-01-24,92.0
2014-01-25,98.0
2014-01-26,100.0
2014-01-27,88.0
2014-01-28,100.0
2014-01-29,31.0
2014-01-30,83.0
2014-01-31,77.0
2014-02-01,75.0
2014-02-02,99.0
2014-02-03,35.0
2014-02-04,50.0
2014-02-05,92.0
2014-02-06,100.0
2014-02-07,88.0
2014-02-08,94.0
2014-02-09,58.0
2014-02-10,24.0
2014-02-11,79.0
2014-02-12,84.0
2014-02-13,37.0
2014-02-14,43.0
2014-02-15,1.0
2014-02-16,4.0
2014-02-17,6.0
2014-02-18,32.0
2014-02-19,46.0
2014-02-20,91.0
2014-02-21,92.0
2014-02-22,75.0
2014-02-23,87.0
2014-02-24,99.0
2014-02-25,71.0
2014-02-26,62.0
2014-02-27,82.0
2014-02-28,83.0
2014-03-01,88.0
2014-03-02,78.0
2014-03-03,99.0
2014-03-04,54.0
2014-03-05,60.0
2014-03-06,29.0
2014-03-07,93.0
2014-03-08,54.0
2014-03-09,85.0
2014-03-10,99.0
2014-03-11,84.0
2014-03-12,16.0
2014-03-13,4.0
2014-03-14,3.0
2014-03-15,14.0
2014-03-16,38.0
2014-03-17,19.0
2014-03-18,0.0
2014-03-19,0.0
2014-03-20,0.0
2014-03-21,4.0
2014-03-22,31.0
2014-03-23,55.0
2014-03-24,82.0
2014-03-25,26.0
2014-03-26,84.0
2014-03-27,96.0
2014-03-28,79.0
2014-03-29,32.0
2014-03-30,49.0
2014-03-31,18.0
2014-04-01,20.0
2014-04-02,44.0
2014-04-03,46.0
2014-04-04,92.0
2014-04-05,76.0
2014-04-06,90.0
2014-04-07,65.0
2014-04-08,27.0
2014-04-09,69.0
2014-04-10,55.0
2014-04-11,40.0
2014-04-12,17.0
2014-04-13,59.0
2014-04-14,26.0
2014-04-15,33.0
2014-04-16,65.0
2014-04-17,38.0
2014-04-18,95.0
2014-04-19,77.0
2014-04-20,45.0
2014-04-21,47.0
2014-04-22,88.0
2014-04-23,86.0
2014-04-24,68.0
2014-04-25,82.0
2014-04-26,97.0
2014-04-27,93.0
2014-04-28,75.0
2014-04-29,76.0
2014-04-30,65.0
2014-05-01,60.0
2014-05-02,39.0
2014-05-03,94.0
2014-05-04,41.0
2014-05-05,35.0
2014-05-06,77.0
2014-05-07,38.0
2014-05-08,71.0
2014-05-09,80.0
2014-05-10,50.0
2014-05-11,37.0
2014-05-12,89.0
2014-05-13,47.0
2014-05-14,42.0
2014-05-15,47.0
2014-05-16,43.0
2014-05-17,32.0
2014-05-18,6.0
2014-05-19,80.0
2014-05-20,58.0
2014-05-21,3.0
2014-05-22,10.0
2014-05-23,15.0
2014-05-24,55.0
2014-05-25,19.0
2014-05-26,48.0
2014-05-27,35.0
2014-05-28,19.0
2014-05-29,75.0
2014-05-30,93.0
2014-05-31,65.0
2014-06-01,39.0
2014-06-02,35.0
2014-06-03,70.0
2014-06-04,70.0
2014-06-05,8.0
2014-06-06,13.0
2014-06-07,15.0
2014-06-08,37.0
2014-06-09,31.0
2014-06-10,14.0
2014-06-11,22.0
2014-06-12,16.0
2014-06-13,12.0
2014-06-14,30.0
2014-06-15,37.0
2014-06-16,39.0
2014-06-17,74.0
2014-06-18,46.0
2014-06-19,40.0
2014-06-20,35.0
2014-06-21,15.0
2014-06-22,12.0
2014-06-23,6.0
2014-06-24,8.0
2014-06-25,28.0
2014-06-26,42.0
2014-06-27,62.0
2014-06-28,16.0
2014-06-29,12.0
2014-06-30,14.0
2014-07-01,2.0
2014-07-02,6.0
2014-07-03,4.0
2014-07-04,6.0
2014-07-05,4.0
2014-07-06,3.0
2014-07-07,10.0
2014-07-08,16.0
2014-07-09,9.0
2014-07-10,1.0
2014-07-11,19.0
2014-07-12,14.0
2014-07-13,16.0
2014-07-14,29.0
2014-07-15,95.0
2014-07-16,55.0
2014-07-17,12.0
2014-07-18,20.0
2014-07-19,16.0
2014-07-20,16.0
2014-07-21,6.0
2014-07-22,31.0
2014-07-23,51.0
2014-07-24,22.0
2014-07-25,21.0
2014-07-26,19.0
2014-07-27,20.0
2014-07-28,18.0
2014-07-29,18.0
2014-07-30,16.0
2014-07-31,38.0
2014-08-01,65.0
2014-08-02,38.0
2014-08-03,9.0
2014-08-04,14.0
2014-08-05,27.0
2014-08-06,60.0
2014-08-07,67.0
2014-08-08,38.0
2014-08-09,11.0
2014-08-10,7.0
2014-08-11,6.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-16,3.0
2014-08-17,5.0
2014-08-18,1.0
2014-08-19,1.0
2014-08-20,0.0
2014-08-21,9.0
2014-08-22,8.0
2014-08-23,3.0
2014-08-24,7.0
2014-08-25,20.0
2014-08-26,24.0
2014-08-27,0.0
2014-08-28,15.0
2014-08-29,59.0
2014-08-30,31.0
2014-08-31,19.0
2014-09-01,35.0
2014-09-02,83.0
2014-09-03,62.0
2014-09-04,32.0
2014-09-05,34.0
2014-09-06,47.0
2014-09-07,81.0
2014-09-08,42.0
2014-09-09,50.0
2014-09-10,10.0
2014-09-11,28.0
2014-09-12,33.0
2014-09-13,27.0
2014-09-14,50.0
2014-09-15,50.0
2014-09-16,39.0
2014-09-17,36.0
2014-09-18,58.0
2014-09-19,20.0
2014-09-20,89.0
2014-09-21,62.0
2014-09-22,63.0
2014-09-23,33.0
2014-09-24,3.0
2014-09-25,64.0
2014-09-26,71.0
2014-09-27,29.0
2014-09-28,3.0
2014-09-29,6.0
2014-09-30,3.0
2014-10-01,8.0
2014-10-02,27.0
2014-10-03,81.0
2014-10-04,95.0
2014-10-05,95.0
2014-10-06,99.0
2014-10-07,99.0
2014-10-08,55.0
2014-10-09,43.0
2014-10-10,64.0
2014-10-11,29.0
2014-10-12,56.0
2014-10-13,70.0
2014-10-14,66.0
2014-10-15,82.0
2014-10-16,99.0
2014-10-17,66.0
2014-10-18,4.0
2014-10-19,30.0
2014-10-20,41.0
2014-10-21,18.0
2014-10-22,46.0
2014-10-23,65.0
2014-10-24,95.0
2014-10-25,99.0
2014-10-26,93.0
2014-10-27,83.0
2014-10-28,94.0
2014-10-29,91.0
2014-10-30,20.0
2014-10-31,62.0
2014-11-01,4.0
2014-11-02,6.0
2014-11-03,83.0
2014-11-04,91.0
2014-11-05,93.0
2014-11-06,86.0
2014-11-07,88.0
2014-11-08,99.0
2014-11-09,91.0
2014-11-10,78.0
2014-11-11,96.0
2014-11-12,100.0
2014-11-13,99.0
2014-11-14,94.0
2014-11-15,72.0
2014-11-16,100.0
2014-11-17,87.0
2014-11-18,99.0
2014-11-19,70.0
2014-11-20,6.0
2014-11-21,7.0
2014-11-22,2.0
2014-11-23,11.0
2014-11-24,40.0
2014-11-25,69.0
2014-11-26,96.0
2014-11-27,100.0
2014-11-28,100.0
2014-11-29,99.0
2014-11-30,98.0
2014-12-01,99.0
2014-12-02,99.0
2014-12-03,100.0
2014-12-04,84.0
2014-12-05,97.0
2014-12-06,97.0
2014-12-07,78.0
2014-12-08,98.0
2014-12-09,100.0
2014-12-10,99.0
2014-12-11,98.0
2014-12-12,47.0
2014-12-13,5.0
2014-12-14,31.0
2014-12-15,86.0
2014-12-16,78.0
2014-12-17,98.0
2014-12-18,52.0
2014-12-19,23.0
2014-12-20,31.0
2014-12-21,24.0
2014-12-22,15.0
2014-12-23,1.0
2014-12-24,0.0
2014-12-25,49.0
2014-12-26,56.0
2014-12-27,21.0
2014-12-28,95.0
2014-12-29,54.0
2014-12-30,78.0
2014-12-31,99.0
2015-01-01,32.0
2015-01-02,2.0
2015-01-03,35.0
2015-01-04,58.0
2015-01-05,2.0
2015-01-06,20.0
2015-01-07,27.0
2015-01-08,45.0
2015-01-09,31.0
2015-01-10,75.0
2015-01-11,45.0
2015-01-12,39.0
2015-01-13,0.0
2015-01-14,4.0
2015-01-15,9.0
2015-01-16,13.0
2015-01-17,88.0
2015-01-18,92.0
2015-01-19,95.0
2015-01-20,99.0
2015-01-21,74.0
2015-01-22,71.0
2015-01-23,86.0
2015-01-24,95.0
2015-01-25,63.0
2015-01-26,79.0
2015-01-27,98.0
2015-01-28,73.0
2015-01-29,87.0
2015-01-30,94.0
2015-01-31,95.0
2015-02-01,56.0
2015-02-02,66.0
2015-02-03,30.0
2015-02-04,66.0
2015-02-05,48.0
2015-02-06,65.0
2015-02-07,25.0
2015-02-08,94.0
2015-02-09,83.0
2015-02-10,19.0
2015-02-11,23.0
2015-02-12,6.0
2015-02-13,2.0
2015-02-14,2.0
2015-02-15,18.0
2015-02-16,22.0
2015-02-17,90.0
2015-02-18,27.0
2015-02-19,9.0
2015-02-20,0.0
2015-02-21,22.0
2015-02-22,97.0
2015-02-23,95.0
2015-02-24,89.0
2015-02-25,73.0
2015-02-26,73.0
2015-02-27,98.0
2015-02-28,55.0
2015-03-01,81.0
2015-03-02,78.0
2015-03-03,30.0
2015-03-04,11.0
2015-03-05,95.0
2015-03-06,99.0
2015-03-07,99.0
2015-03-08,100.0
2015-03-09,96.0
2015-03-10,83.0
2015-03-11,93.0
2015-03-12,30.0
2015-03-13,65.0
2015-03-14,18.0
2015-03-15,30.0
2015-03-16,72.0
2015-03-17,84.0
2015-03-18,76.0
2015-03-19,65.0
2015-03-20,22.0
2015-03-21,0.0
2015-03-22,53.0
2015-03-23,97.0
2015-03-24,94.0
2015-03-25,99.0
2015-03-26,100.0
2015-03-27,100.0
2015-03-28,89.0
2015-03-29,67.0
2015-03-30,51.0
2015-03-31,27.0
2015-04-01,13.0
2015-04-02,2.0
2015-04-03,36.0
2015-04-04,61.0
2015-04-05,97.0
2015-04-06,82.0
2015-04-07,64.0
2015-04-08,57.0
2015-04-09,43.0
2015-04-10,2.0
2015-04-11,3.0
2015-04-12,70.0
2015-04-13,52.0
2015-04-14,49.0
2015-04-15,50.0
2015-04-16,0.0
2015-04-17,8.0
2015-04-18,26.0
2015-04-19,77.0
2015-04-20,57.0
2015-04-21,23.0
2015-04-22,17.0
2015-04-23,62.0
2015-04-24,57.0
2015-04-25,53.0
2015-04-26,65.0
2015-04-27,55.0
2015-04-28,28.0
2015-04-29,37.0
2015-04-30,56.0
2015-05-01,44.0
2015-05-02,73.0
2015-05-03,67.0
2015-05-04,43.0
2015-05-05,43.0
2015-05-06,36.0
2015-05-07,80.0
2015-05-08,5.0
2015-05-09,84.0
2015-05-10,62.0
2015-05-11,74.0
2015-05-12,37.0
2015-05-13,34.0
2015-05-14,33.0
2015-05-15,22.0
2015-05-16,87.0
2015-05-17,60.0
2015-05-18,9.0
2015-05-19,60.0
2015-05-20,61.0
2015-05-21,44.0
2015-05-22,69.0
2015-05-23,42.0
2015-05-24,36.0
2015-05-25,31.0
2015-05-26,32.0
2015-05-27,80.0
2015-05-28,93.0
2015-05-29,74.0
2015-05-30,2.0
2015-05-31,30.0
2015-06-01,49.0
2015-06-02,26.0
2015-06-03,51.0
2015-06-04,46.0
2015-06-05,55.0
2015-06-06,30.0
2015-06-07,65.0
2015-06-08,84.0
2015-06-09,58.0
2015-06-10,35.0
2015-06-11,38.0
2015-06-12,12.0
2015-06-13,16.0
2015-06-14,25.0
2015-06-15,4.0
2015-06-16,9.0
2015-06-17,44.0
2015-06-18,90.0
2015-06-19,42.0
2015-06-20,32.0
2015-06-21,46.0
2015-06-22,22.0
2015-06-23,10.0
2015-06-24,22.0
2015-06-25,9.0
2015-06-26,34.0
2015-06-27,49.0
2015-06-28,30.0
2015-06-29,57.0
2015-06-30,89.0
2015-07-01,76.0
2015-07-02,7.0
2015-07-03,21.0
2015-07-04,27.0
2015-07-05,11.0
2015-07-06,6.0
2015-07-07,2.0
2015-07-08,4.0
2015-07-09,5.0
2015-07-10,39.0
2015-07-11,9.0
2015-07-12,0.0
2015-07-13,8.0
2015-07-14,19.0
2015-07-15,6.0
2015-07-16,1.0
2015-07-17,2.0
2015-07-18,6.0
2015-07-19,0.0
2015-07-20,2.0
2015-07-21,10.0
2015-07-22,18.0
2015-07-23,4.0
2015-07-24,3.0
2015-07-25,22.0
2015-07-26,18.0
2015-07-27,12.0
2015-07-28,3.0
2015-07-29,1.0
2015-07-30,7.0
2015-07-31,54.0
2015-08-01,13.0
2015-08-02,20.0
2015-08-03,30.0
2015-08-04,31.0
2015-08-05,29.0
2015-08-06,49.0
2015-08-07,75.0
2015-08-08,21.0
2015-08-09,8.0
2015-08-10,14.0
2015-08-11,19.0
2015-08-12,15.0
2015-08-13,20.0
2015-08-14,23.0
2015-08-15,14.0
2015-08-16,44.0
2015-08-17,32.0
2015-08-18,0.0
2015-08-19,18.0
2015-08-20,27.0
2015-08-21,47.0
2015-08-22,53.0
2015-08-23,26.0
2015-08-24,16.0
2015-08-25,10.0
2015-08-26,11.0
2015-08-27,4.0
2015-08-28,2.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,3.0
2015-09-01,0.0
2015-09-02,5.0
2015-09-03,15.0
2015-09-04,5.0
2015-09-05,3.0
2015-09-06,24.0
2015-09-07,48.0
2015-09-08,81.0
2015-09-09,92.0
2015-09-10,79.0
2015-09-11,55.0
2015-09-12,15.0
2015-09-13,16.0
2015-09-14,28.0
2015-09-15,4.0
2015-09-16,28.0
2015-09-17,32.0
2015-09-18,11.0
2015-09-19,13.0
2015-09-20,45.0
2015-09-21,81.0
2015-09-22,82.0
2015-09-23,65.0
2015-09-24,57.0
2015-09-25,65.0
2015-09-26,97.0
2015-09-27,83.0
2015-09-28,40.0
2015-09-29,41.0
2015-09-30,90.0
2015-10-01,77.0
2015-10-02,68.0
2015-10-03,31.0
2015-10-04,46.0
2015-10-05,63.0
2015-10-06,45.0
2015-10-07,81.0
2015-10-08,90.0
2015-10-09,85.0
2015-10-10,98.0
2015-10-11,74.0
2015-10-12,44.0
2015-10-13,11.0
2015-10-14,91.0
2015-10-15,79.0
2015-10-16,89.0
2015-10-17,86.0
2015-10-18,97.0
2015-10-19,82.0
2015-10-20,81.0
2015-10-21,84.0
2015-10-22,100.0
2015-10-23,100.0
2015-10-24,58.0
2015-10-25,4.0
2015-10-26,59.0
2015-10-27,34.0
2015-10-28,77.0
2015-10-29,63.0
2015-10-30,65.0
2015-10-31,96.0
2015-11-01,28.0
2015-11-02,11.0
2015-11-03,45.0
2015-11-04,2.0
2015-11-05,1.0
2015-11-06,11.0
2015-11-07,6.0
2015-11-08,14.0
2015-11-09,0.0
2015-11-10,38.0
2015-11-11,13.0
2015-11-12,6.0
2015-11-13,0.0
2015-11-14,30.0
2015-11-15,46.0
2015-11-16,25.0
2015-11-17,18.0
2015-11-18,55.0
2015-11-19,0.0
2015-11-20,11.0
2015-11-21,88.0
2015-11-22,55.0
2015-11-23,37.0
2015-11-24,47.0
2015-11-25,97.0
2015-11-26,78.0
2015-11-27,96.0
2015-11-28,62.0
2015-11-29,5.0
2015-11-30,26.0
2015-12-01,81.0
2015-12-02,51.0
2015-12-03,2.0
2015-12-04,42.0
2015-12-05,67.0
2015-12-06,36.0
2015-12-07,45.0
2015-12-08,18.0
2015-12-09,17.0
2015-12-10,63.0
2015-12-11,70.0
2015-12-12,15.0
2015-12-13,2.0
2015-12-14,80.0
2015-12-15,56.0
2015-12-16,96.0
2015-12-17,40.0
2015-12-18,25.0
